id,text,class,sentiment,label
297,"Thank you doctor & nurse lourdes medical center, I and my wife are satisfied with the facillity and service that have been given to me with our wife and baby...
",,,1Positive#Treatment
298,"The service is very satisfactory, not just the service, everything is satisfactory .... From the check -up until the birth of the operation and so on, it is very satisfying and makes things easier ....
Hopefully LOURDES MEDICAL CENTER continues to grow into something even better 
",,,1Positive#Staff#Treatment
299,"Bad service and a sense of regret to this Hospital!
",,,1Negative#Staff
300,"Recently My wife and I were blessed with our second child. We chose after much contemplation Roopi medical center again, compared to a fancy hospital. The  caring power of touch from an impeccable health care provider shows without words the gentle nature of how much they want to attend to your needs. The nursing staff have been here since decades I would love to name them all but that would mean naming everyone. Even the confinement food is  delicious  It may be old fashioned but the services fall nothing short of amazing.
If you are  expecting a 5 star Hotel  with concierge services take a baby moon holiday before you look for a Medical provider. Come for the Doctors ie. Dato Dr Roopi and Dr Aruna. Our visits through maternity were busy but both the Dr's are assuring and supportive. Its one of the only medical providers that promote natural birth delivery,  provided you are able to. Also their postpartum care is  superb
Keep a positive and open mind set and they will exceed  all your expectations. Trust me you will hope ROOPI Medical Center is around for all the children you may have in the future.
Warmest Regards
Luckiest dad in the world ",,,1Positive#Facilities#Staff#Treatment
301,I must admit the wait time for a checkup can be really long but my personal experience w the doctors themselves have been super positive. They are informative and caring when it came to my pre and post natal questions. The surgery also went super smooth and my body has been recovering super good!,,,1Positive#Staff#Treatment
302,"We had very bad experience there, the stuff is really rude especially the nurses. We've seen two different doctors and both were not helpful. They just care how to collect more money by unnecessary charges.",,,1Negative#Staff
303,"Dr Aruna and all the nurses at reception are so, friendly. Dr. Aruna attended to my regular check up including pap smear, really gentle and sweet treatment,advices and she was patiently giving explanations to all my worries and doubts.Tq",,,1Positive#Staff#Treatment
304,"Hi I'm Mahdi and I came to Roopi Clinic for my mom and she gave birth in the clinic and the doctor's are very kind, good and the nurses are also very kind and clean room best service and my mom said that this clinic is one in a million.
I give 100 stars.
The best service ever.",,,1Positive#Facilities#Treatment
305,"I had a bad experience at this clinic, they overcharge for everything and the clinic is not even that clean or worth the money they charge for the service. They kept me waiting for the doctor for a long time and when the doctor showed up, she didn't spend more than few minutes. I felt the doctor was in rush to be done with the check up asap and not so open for my questions and concerns.",,,1Negative#Appointments#Facilities#Treatment
306,"On Nov 2020, my wife delivered at this hospital. I would say the only reason for us opting this hospital was because of Dr. Aruna, she was such a good doctor and had immense care on my wife. She ensured that my wife delivered and then only she left the hospital where normally doctors handover to nurse in charge after their office hours or only based on emergency they will be called back. I need to highlight that monthly\biweekly checkups are bit high comparing the services they offer. When I asked for detailed bill, the office staff denied me.  Overall experience was not good.",,,1Negative#Staff
307,"1st - Medical Center's staff behaviour is terrible. 2nd - They could not provide bill details breakdown and the costs are way too expensive which does not explained on what type services/test been charged. 3rd - Test reports are difficult to get from them, it required to call a few times just asking for a copy of report. 4th - I feedback something that required doctor attention and the doctor just replied it is normal and without any firm supporting. 5th - They will keep on pursuing me to put down delivery deposit payment for every visit. This is my 2nd delivery and I'm very disappointed when someone recommend here but it does not see any good of it. I'm writing this review for improvement if their management sees this and to others that have yet experience with Roopi Medical Center. Having unfavorable incidents above, I shifted my check up to others medical center.",,,1Negative#Staff#Treatment
308,"After reading the bad reviews here, I felt worried and uneasy coming here but I don't agree with everything they wrote. The nurses are very caring and friendly, 1 or 2 rude staff cannot represent everyone, every hospital or company will have 1 or 2 bad eggs. Doctors and nurses were very professional and gentle and they explain everything properly. The wards and toilets are clean and they have all the medical equipments. It is just slightly pricey as the nurses are experienced maybe it's not cheap to run a medical centre. The nurses don't gossip about patients and they are very well mannered too.",,,1Positive#Facilities#Treatment
309,"The oldest and best hospital for baby delivery . I have been cared well during both of my delivery time . The staff are quite supportive and helpful. They understand the baby  behaviour and feed them accordingly. Roopi is very talented and amazing personality, i like the way she dress as well . Sometime she can get annoyed if you dont follow the given advice which is quite normal.",,,1Positive#Treatment
